symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,State,Date first added,CIK,Founded,id,class,exchange,name,status,tradable,marginable,shortable,easy_to_borrow,fractionable
DLTR,Dollar Tree,reports,Consumer Discretionary,General Merchandise Stores,Chesapeake, Virginia,12/19/2011,935703,1986,d0d63992-2d20-4f63-aa62-30cf76fb3204,us_equity,NASDAQ,Dollar Tree Inc. Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
UNM,Unum Group,reports,Financials,Life & Health Insurance,Chattanooga, Tennessee,3/1/1994,5513,1999,6dc0a72f-8db7-41e5-b564-89137653e367,us_equity,NYSE,Unum Group,active,TRUE,TRUE,TRUE,TRUE,FALSE
ALB,Albemarle Corporation,reports,Materials,Specialty Chemicals,Charlotte, North Carolina,7/1/2016,915913,1994,90771657-de50-427a-9042-6b257dae4b7d,us_equity,NYSE,Albemarle Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
BAC,Bank of America Corp,reports,Financials,Diversified Banks,Charlotte, North Carolina,6/30/1976,70858,1998 (1923 / 1874),061588a3-d70b-4b9c-a3f6-636aaa16acc4,us_equity,NYSE,Bank of America Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
XRAY,Dentsply Sirona,reports,Health Care,Health Care Supplies,Charlotte, North Carolina,11/14/2008,818479,2016 (1969),3f91e8a7-22c0-49b5-aefc-1b46182bc308,us_equity,NASDAQ,DENTSPLY SIRONA Inc. Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
DUK,Duke Energy,reports,Utilities,Electric Utilities,Charlotte, North Carolina,6/30/1976,1326160,1904,42f7b895-93aa-48d4-909e-6e05ad6bd2ca,us_equity,NYSE,Duke Energy Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
HON,Honeywell Int'l Inc.,reports,Industrials,Industrial Conglomerates,Charlotte, North Carolina,3/31/1964,773840,1906,f48fc899-5da1-4687-a23b-515752d5e917,us_equity,NYSE,"Honeywell International, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
NUE,Nucor Corp.,reports,Materials,Steel,Charlotte, North Carolina,4/30/1985,73309,1940,3c3a99ab-4500-4f14-8f23-50a01d3019b1,us_equity,NYSE,Nucor Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
SEE,Sealed Air,reports,Materials,Paper Packaging,Charlotte, North Carolina,3/4/1957,1012100,1960,e8910749-f3bc-4c48-99ed-0b18c2ba3b15,us_equity,NYSE,Sealed Air Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
TFC,Truist Financial,reports,Financials,Regional Banks,Charlotte, North Carolina,12/4/1997,92230,1872,0c90392a-7b74-440f-a0a1-125bee898a51,us_equity,NYSE,Truist Financial Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
MCHP,Microchip Technology,reports,Information Technology,Semiconductors,Chandler, Arizona,9/7/2007,827054,1989,edc751a9-e628-40bd-9498-23ad7918269e,us_equity,NASDAQ,Microchip Technology Incorporated Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
LEG,Leggett & Platt,reports,Consumer Discretionary,Home Furnishings,Carthage, Missouri,,58492,1883,2a225d7c-e665-49b5-8b56-e60a3dbdad8b,us_equity,NYSE,"Leggett & Platt, Inc.",active,TRUE,TRUE,TRUE,TRUE,FALSE
ANSS,"ANSYS, Inc.",reports,Information Technology,Application Software,Canonsburg, Pennsylvania,6/19/2017,1013462,1969,d48dfc03-80c7-4054-a3b1-e41bbfe2a92f,us_equity,NASDAQ,"ANSYS, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
AWK,American Water Works,reports,Utilities,Water Utilities,Camden, New Jersey,3/4/2016,1410636,1886,70d6a48c-21e2-4b31-a66a-9a993fa1509c,us_equity,NYSE,"American Water Works Company, Inc",active,TRUE,TRUE,TRUE,TRUE,TRUE
CPB,Campbell Soup,reports,Consumer Staples,Packaged Foods & Meats,Camden, New Jersey,3/4/1957,16732,1869,023dcf58-0c66-41e5-87dc-229bef3e3333,us_equity,NYSE,Campbell Soup Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
AKAM,Akamai Technologies,reports,Information Technology,Internet Services & Infrastructure,Cambridge, Massachusetts,7/12/2007,1086222,1998,b8af2065-5072-453b-9d95-5c3934c2fba7,us_equity,NASDAQ,"Akamai Technologies, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
BIIB,Biogen Inc.,reports,Health Care,Biotechnology,Cambridge, Massachusetts,11/13/2003,875045,1978,0ebf2aad-3ac3-4274-9710-d4aaf455636f,us_equity,NASDAQ,Biogen Inc. Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
VRTX,Vertex Pharmaceuticals Inc,reports,Health Care,Biotechnology,Cambridge, Massachusetts,9/23/2013,875320,1989,357a8404-f368-40a1-9356-3eb500f4f08a,us_equity,NASDAQ,Vertex Pharmaceuticals Incorporated Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
MHK,Mohawk Industries,reports,Consumer Discretionary,Home Furnishings,Calhoun, Georgia,12/23/2013,851968,1878,4cbfe1d7-edee-4f6e-b496-ae0b374f0939,us_equity,NYSE,"Mohawk Industries, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
LH,Laboratory Corp. of America Holding,reports,Health Care,Health Care Services,Burlington, North Carolina,11/1/2004,920148,1978,77580d3f-2e0f-4917-b06a-5e950f85394d,us_equity,NYSE,Laboratory Corporation of America Holdings,active,TRUE,TRUE,TRUE,TRUE,TRUE
DIS,The Walt Disney Company,reports,Communication Services,Movies & Entertainment,Burbank, California,6/30/1976,1744489,1923,2f34c0b3-a4aa-4959-b52c-3c41b2c246c4,us_equity,NYSE,The Walt Disney Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
MTB,M&T Bank,reports,Financials,Regional Banks,Buffalo, New York,2/23/2004,36270,1856,c116ed61-e58f-45af-8b63-499fac4d0cab,us_equity,NYSE,M&T Bank Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
BLL,Ball Corp,reports,Materials,Metal & Glass Containers,Broomfield, Colorado,10/31/1984,9389,1880,b6383ccc-bc48-40a3-8e30-58583c49322b,us_equity,NYSE,Ball Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
ETSY,Etsy,reports,Consumer Discretionary,Internet & Direct Marketing Retail,Brooklyn, New York,9/21/2020,1370637,2005,112ff2dc-ecf1-4369-85bb-3364c94631cf,us_equity,NASDAQ,"Etsy, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
FISV,Fiserv Inc,reports,Information Technology,Data Processing & Outsourced Services,Brookfield, Wisconsin,4/2/2001,798354,1984,215f4297-91ff-4226-a690-c9add0ffc9ac,us_equity,NASDAQ,"Fiserv, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
PBCT,People's United Financial,reports,Financials,Thrifts & Mortgage Finance,Bridgeport, Connecticut,11/13/2008,1378946,1842,9823ae63-1688-42f3-86a3-7d7403338293,us_equity,NASDAQ,"People's United Financial, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,FALSE
TSCO,Tractor Supply Company,reports,Consumer Discretionary,Specialty Stores,Brentwood, Tennessee,1/24/2014,916365,1938,6c288372-d98d-496a-b32f-56b65e485246,us_equity,NASDAQ,Tractor Supply Company Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
ALXN,Alexion Pharmaceuticals,reports,Health Care,Pharmaceuticals,Boston, Massachusetts,5/25/2012,899866,1992,1855127e-54da-4909-929a-83c316ba4b89,us_equity,NASDAQ,"Alexion Pharmaceuticals, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
AMT,American Tower Corp.,reports,Real Estate,Specialized REITs,Boston, Massachusetts,11/19/2007,1053507,1995,a148da60-6af9-443b-a3a9-9d3e65eb91e9,us_equity,NYSE,American Tower Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
BXP,Boston Properties,reports,Real Estate,Office REITs,Boston, Massachusetts,4/3/2006,1037540,1970,ae42e050-a162-421b-afaf-e32f63d78219,us_equity,NYSE,"Boston Properties, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
GE,General Electric,reports,Industrials,Industrial Conglomerates,Boston, Massachusetts,,40545,1892,57c36644-876b-437c-b913-3cdb58b18fd3,us_equity,NYSE,General Electric Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
IRM,Iron Mountain Incorporated,reports,Real Estate,Specialized REITs,Boston, Massachusetts,1/6/2009,1020569,1951,2da35038-7511-48aa-81cf-3f6c377f7c09,us_equity,NYSE,Iron Mountain Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
PTC,PTC Inc,reports,Information Technology,Application Software,Boston, Massachusetts,4/20/2021,857005,1985,24a89c84-6175-465b-ac54-789c3fd8a47b,us_equity,NASDAQ,PTC Inc. Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
STT,State Street Corp.,reports,Financials,Asset Management & Custody Banks,Boston, Massachusetts,,93751,1792,38d1f1ae-38a3-49fc-bcb7-909d0011ef26,us_equity,NYSE,State Street Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
ULTA,Ulta Beauty,reports,Consumer Discretionary,Specialty Stores,Bolingbrook, Illinois,4/18/2016,1403568,1990,2e3d3b75-58cc-40f5-bf12-b73da8aac3d3,us_equity,NASDAQ,"Ulta Beauty, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
MU,Micron Technology,reports,Information Technology,Semiconductors,Boise, Idaho,9/27/1994,723125,1978,1ef18995-5094-4f62-a5c5-e00168611152,us_equity,NASDAQ,"Micron Technology, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
SBAC,SBA Communications,reports,Real Estate,Specialized REITs,Boca Raton, Florida,9/1/2017,1034054,1989,0f875f59-4ac8-4061-bac4-f053f20ff91a,us_equity,NASDAQ,SBA Communications Corporation Class A Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
CI,Cigna,reports,Health Care,Managed Health Care,Bloomfield, Connecticut,6/30/1976,1739940,1982,16af176c-d616-41d8-8a5a-b40c326e050e,us_equity,NYSE,CIGNA Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
RF,Regions Financial Corp.,reports,Financials,Regional Banks,Birmingham, Alabama,8/28/1998,1281761,1971,19abae8d-4f7b-402f-8d36-6418b3c79544,us_equity,NYSE,Regions Financial Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
VMC,Vulcan Materials,reports,Materials,Construction Materials,Birmingham, Alabama,6/30/1999,1396009,1909,fc9c62fa-c635-41c8-8b58-9695c01d146d,us_equity,NYSE,Vulcan Materials Company(Holding Company),active,TRUE,TRUE,TRUE,TRUE,TRUE
LYV,Live Nation Entertainment,reports,Communication Services,Movies & Entertainment,Beverly Hills, California,12/23/2019,1335258,2010,b9f7677c-965f-4074-b87b-cea5c848b6ce,us_equity,NYSE,Live Nation Entertainment Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
HST,Host Hotels & Resorts,reports,Real Estate,Hotel & Resort REITs,Bethesda, Maryland,3/20/2007,1070750,1993,8c16ddb4-4722-4c02-848d-e9f022ae0c35,us_equity,NASDAQ,"Host Hotels & Resorts, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
LMT,Lockheed Martin Corp.,reports,Industrials,Aerospace & Defense,Bethesda, Maryland,7/31/1984,936468,1995,6ae1929e-adcd-4de1-9647-25763c8a4548,us_equity,NYSE,Lockheed Martin Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
MAR,Marriott International,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Bethesda, Maryland,,1048286,1927,bd10e4a3-a39d-4726-91cd-8b4d68a635ab,us_equity,NASDAQ,Marriott International Class A Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
AME,Ametek,reports,Industrials,Electrical Components & Equipment,Berwyn, Pennsylvania,9/23/2013,1037868,1930,6642e128-03ee-4bc9-bd3f-8f49424480d7,us_equity,NYSE,"Ametek, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
WMT,Walmart,reports,Consumer Staples,Hypermarkets & Super Centers,Bentonville, Arkansas,8/31/1982,104169,1962,3f3e0ff9-599f-4fec-8842-6bc53f5129a1,us_equity,NYSE,Walmart Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
WHR,Whirlpool Corp.,reports,Consumer Discretionary,Household Appliances,Benton Harbor, Michigan,,106640,1911,a7a9edc6-1d8b-4c37-9497-c0bcba62939b,us_equity,NYSE,Whirlpool Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
PCAR,Paccar,reports,Industrials,Construction Machinery & Heavy Trucks,Bellevue, Washington,12/31/1980,75362,1905,29e34616-a842-4a30-908c-32eddd0c7e23,us_equity,NASDAQ,PACCAR Inc. Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
TMUS,T-Mobile US,reports,Communication Services,Wireless Telecommunication Services,Bellevue, Washington,7/15/2019,1283699,1994,7f9df478-237c-45c8-bc80-c97a53478c37,us_equity,NASDAQ,"T-Mobile US, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
K,Kellogg Co.,reports,Consumer Staples,Packaged Foods & Meats,Battle Creek, Michigan,,55067,1906,9628aa98-ccef-4cca-8e64-6ab0d5a46819,us_equity,NYSE,Kellogg Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
TROW,T. Rowe Price Group,reports,Financials,Asset Management & Custody Banks,Baltimore, Maryland,,1113169,1937,ed8a132b-6a31-4c24-859b-2415c6deea5a,us_equity,NASDAQ,"T. Rowe Price Group, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
UAA,Under Armour (Class A),reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Baltimore, Maryland,5/1/2014,1336917,1996,0b3b63d1-09bb-410c-b2ff-e413d3c4f4e6,us_equity,NYSE,"Under Armour, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
UA,Under Armour (Class C),reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Baltimore, Maryland,4/8/2016,1336917,1996,cda83bad-8886-4cf9-97a9-5aeba9508ea8,us_equity,NYSE,"Under Armour, Inc. Class C Common Stock, $0.0003 1/3 par value",active,TRUE,TRUE,TRUE,TRUE,TRUE
DLR,Digital Realty Trust Inc,reports,Real Estate,Specialized REITs,Austin, Texas,5/18/2016,1297996,2004,ab1c95a1-cb3b-4eb0-83bd-d4a0cd608b0b,us_equity,NYSE,"Digital Realty Trust, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
ORCL,Oracle Corp.,reports,Information Technology,Application Software,Austin, Texas,8/31/1989,1341439,1977,27982558-2464-4daf-bb2f-b3b728659884,us_equity,NYSE,Oracle Corp,active,TRUE,TRUE,TRUE,TRUE,TRUE
HRL,Hormel Foods Corp.,reports,Consumer Staples,Packaged Foods & Meats,Austin, Minnesota,3/4/2009,48465,1891,9d965268-d529-4b57-b211-b544310f1b30,us_equity,NYSE,Hormel Foods Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
BWA,BorgWarner,reports,Consumer Discretionary,Auto Parts & Equipment,Auburn Hills, Michigan,12/19/2011,908255,1880,b65e1cd5-0682-4eb3-844c-8901712b9cc4,us_equity,NYSE,BorgWarner Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
QCOM,Qualcomm,reports,Information Technology,Semiconductors,San Diego, California,,804328,1985,39be1334-06b6-4df2-a2f1-b21b942628d0,us_equity,NASDAQ,QUALCOMM Incorporated Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
SRE,Sempra Energy,reports,Utilities,Multi-Utilities,San Diego, California,,1032208,1998,8deb7c67-def6-49e9-aace-9d628260a100,us_equity,NYSE,Sempra Energy,active,TRUE,TRUE,TRUE,TRUE,TRUE
VLO,Valero Energy,reports,Energy,Oil & Gas Refining & Marketing,San Antonio, Texas,,1035002,1980,767ee8af-6479-44f5-8106-799120134246,us_equity,NYSE,Valero Energy Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
ED,Consolidated Edison,reports,Utilities,Electric Utilities,New York, New York,,1047862,1823,0cbb12ec-7e81-4329-beb1-2a35271272dc,us_equity,NYSE,"Consolidated Edison, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
L,Loews Corp.,reports,Financials,Multi-line Insurance,New York, New York,,60086,1959,225a5e8a-938e-4a95-8bcb-3989a3df618d,us_equity,NYSE,Loews Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
MET,MetLife Inc.,reports,Financials,Life & Health Insurance,New York, New York,,1099219,1868,00e5cd6a-c370-4d72-86d2-fef5353aa17a,us_equity,NYSE,"MetLife, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
MCO,Moody's Corp,reports,Financials,Financial Exchanges & Data,New York, New York,,1059556,1909,7ad52094-7cc2-4ed8-b324-69731dfaa79a,us_equity,NYSE,Moody's Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
MS,Morgan Stanley,reports,Financials,Investment Banking & Brokerage,New York, New York,,895421,1935,1c2f8701-b8cb-40b6-902a-1e9a6a0c7bcf,us_equity,NYSE,Morgan Stanley,active,TRUE,TRUE,TRUE,TRUE,TRUE
OMC,Omnicom Group,reports,Communication Services,Advertising,New York, New York,,29989,1986,1f80b3e7-c5a9-41c1-90e8-454620f6c568,us_equity,NYSE,Omnicom Group Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
SPGI,S&P Global Inc.,reports,Financials,Financial Exchanges & Data,New York, New York,,64040,1917,10f7d07f-0811-42bf-a780-b4d4cb53eb91,us_equity,NYSE,S&P Global Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
TPR,"Tapestry, Inc.",reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",New York, New York,,1116132,2017,b599b102-254e-4a5c-838d-8cf26857e562,us_equity,NYSE,"Tapestry, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
VIAC,ViacomCBS,reports,Communication Services,Movies & Entertainment,New York, New York,,813828,2019 (1952),0f58ea70-7c38-4dac-89a1-c40420b5c756,us_equity,NASDAQ,ViacomCBS Inc. Class B Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
VNO,Vornado Realty Trust,reports,Real Estate,Office REITs,New York, New York,,899689,1982,fdf74952-9df8-48f7-88b3-311be34b7802,us_equity,NYSE,Vornado Realty Trust,active,TRUE,TRUE,TRUE,TRUE,TRUE
WRK,WestRock,reports,Materials,Paper Packaging,Atlanta, Georgia,,1732845,2015,abe5c0f9-8210-4485-8e2d-674f654e2c65,us_equity,NYSE,WestRock Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
IBM,International Business Machines,reports,Information Technology,IT Consulting & Other Services,Armonk, New York,3/4/1957,51143,1911,21d40833-6d13-4031-9af3-02f6a516d791,us_equity,NYSE,International Business Machines Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
AVB,AvalonBay Communities,reports,Real Estate,Residential REITs,Arlington, Virginia[3],1/10/2007,915912,1978,6e7afb17-d4ff-499e-9c9d-ddc853786501,us_equity,NYSE,"AvalonBay Communities, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
AES,AES Corp,reports,Utilities,Independent Power Producers & Energy Traders,Arlington, Virginia,10/2/1998,874761,1981,13488509-3dd7-4e28-9ede-1531dc353354,us_equity,NYSE,AES Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
DHI,D. R. Horton,reports,Consumer Discretionary,Homebuilding,Arlington, Texas,6/22/2005,882184,1978,d8cb1b90-e8bd-4c75-beb3-0b2909eb9a75,us_equity,NYSE,D.R. Horton Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
DPZ,Domino's Pizza,reports,Consumer Discretionary,Restaurants,Ann Arbor, Michigan,5/12/2020,1286681,1960,aa3236c8-f2d6-40f1-a20d-b4cc69bffae8,us_equity,NYSE,Domino's Pizza Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
APD,Air Products & Chemicals,reports,Materials,Industrial Gases,Allentown, Pennsylvania,4/30/1985,2969,1940,57ca9916-468b-4c77-8be7-2495a7c17df2,us_equity,NYSE,"Air Products & Chemicals, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
PPL,PPL Corp.,reports,Utilities,Electric Utilities,Allentown, Pennsylvania,,922224,1920,2ebe177b-c523-4c1f-9276-8f0759a67a52,us_equity,NYSE,PPL Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
FE,FirstEnergy Corp,reports,Utilities,Electric Utilities,Akron, Ohio,,1031296,1997,8dd27fb6-29cc-43ae-9aae-70edee0e2069,us_equity,NYSE,FirstEnergy Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
